"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.574185301E1,-5.716344118E-1,-6.637200117E-1,-2.271366119E-2
6.574685301E1,-7.188089490E-1,-7.218733430E-1,-1.764144897E-1
6.575185301E1,-8.447626829E-1,-7.629448175E-1,-2.358465195E-1
6.575685301E1,-9.748564959E-1,-8.178285956E-1,-2.231397629E-1
6.576185301E1,-1.110561728E0,-9.036545157E-1,-2.126073837E-1
6.576685301E1,-1.275589585E0,-9.668294787E-1,-1.885118484E-1
6.577185301E1,-1.418695331E0,-1.024713635E0,-2.015056610E-1
6.577685301E1,-1.557448149E0,-1.047864199E0,-2.308864594E-1
6.578185301E1,-1.671326518E0,-1.058161974E0,-2.409849167E-1
6.578685301E1,-1.761964440E0,-1.081024885E0,-2.281217575E-1
6.579185301E1,-1.842616677E0,-1.041493177E0,-2.204713821E-1
6.579685301E1,-2.028935432E0,-9.613538980E-1,-3.165378571E-1
6.580185301E1,-2.117923021E0,-9.644378424E-1,-3.776550293E-1
6.580685301E1,-2.104260445E0,-9.429755211E-1,-4.095983505E-1
6.581185301E1,-2.120838881E0,-8.506219983E-1,-4.378681183E-1
6.581685301E1,-2.134024858E0,-7.127667665E-1,-5.655498505E-1
6.582185301E1,-2.179001331E0,-5.540850759E-1,-7.038421631E-1
6.582685301E1,-2.155436039E0,-4.511685967E-1,-9.049415588E-1
6.583185301E1,-2.095777750E0,-3.391543031E-1,-1.143461227E0
6.583685301E1,-2.046185732E0,-1.900309920E-1,-1.444456100E0
6.584185301E1,-1.971048594E0,-4.694220424E-2,-1.791355133E0
6.584685301E1,-1.853026748E0,6.750142574E-2,-2.194392681E0
6.585185301E1,-1.698970079E0,1.717105508E-1,-2.635485172E0
6.585685301E1,-1.551323056E0,2.910440862E-1,-3.120944500E0
6.586185301E1,-1.378077030E0,3.904764652E-1,-3.634894848E0
6.586685301E1,-1.196911097E0,4.823509455E-1,-4.102685452E0
6.587185301E1,-1.036532402E0,5.418924689E-1,-4.526561737E0
6.587685301E1,-8.801308870E-1,5.839523077E-1,-4.895578384E0
6.588185301E1,-7.282817364E-1,6.268615127E-1,-5.243259907E0
6.588685301E1,-5.754815340E-1,6.340072155E-1,-5.545203209E0
6.589185301E1,-3.947296739E-1,6.260408163E-1,-5.764763355E0
6.589685301E1,-1.996211708E-1,6.271227598E-1,-5.877372265E0
6.590185301E1,-2.198055387E-2,5.983458161E-1,-5.892639160E0
6.590685301E1,9.065809846E-2,5.780332685E-1,-5.884590149E0
6.591185301E1,1.630773842E-1,5.493146181E-1,-5.789054394E0
6.591685301E1,1.717529744E-1,4.648638964E-1,-5.710582733E0
6.592185301E1,6.898275018E-2,4.885355830E-1,-5.629744053E0
6.592685301E1,-7.206645608E-2,4.462924600E-1,-5.640417576E0
6.593185301E1,-1.889508665E-1,3.325596452E-1,-5.692968845E0
6.593685301E1,-3.335216939E-1,2.427065969E-1,-5.785677433E0
6.594185301E1,-5.140622258E-1,1.863502860E-1,-5.947774887E0
6.594685301E1,-6.517455578E-1,1.821523905E-1,-6.108137131E0
6.595185301E1,-7.650624514E-1,1.773582697E-1,-6.300662994E0
6.595685301E1,-7.373550534E-1,1.413770914E-1,-6.472110748E0
6.596185301E1,-5.516967773E-1,4.204487801E-2,-6.601515770E0
6.596685301E1,-4.441909492E-1,1.587170362E-2,-6.671526909E0
6.597185301E1,-3.133343756E-1,1.920390129E-2,-6.718811989E0
6.597685301E1,-1.549588144E-1,4.126715660E-2,-6.666426659E0
6.598185301E1,-2.107617259E-2,6.948578358E-2,-6.608923912E0
6.598685301E1,5.403152108E-2,7.952928543E-2,-6.696201324E0
6.599185301E1,1.464198232E-1,7.204639912E-2,-6.739144802E0
6.599685301E1,2.523013353E-1,-4.957914352E-4,-6.734291077E0
6.600185301E1,3.036593795E-1,-8.364152908E-2,-6.677587509E0
6.600685301E1,4.192110896E-1,-1.449574232E-1,-6.549135208E0
6.601185301E1,5.478936434E-1,-2.282776833E-1,-6.321016788E0
6.601685301E1,6.595987082E-1,-2.589439750E-1,-6.036103249E0
6.602185301E1,6.735042334E-1,-3.003754616E-1,-5.735172272E0
6.602685301E1,5.984685421E-1,-3.628665209E-1,-5.333926201E0
6.603185301E1,4.524281025E-1,-4.199640155E-1,-4.840038300E0
6.603685301E1,2.474749982E-1,-4.828929305E-1,-4.404335022E0
6.604185301E1,5.079377443E-2,-5.775367022E-1,-4.034541607E0
6.604685301E1,-1.738587767E-1,-6.388524771E-1,-3.684384823E0
6.605185301E1,-3.786800504E-1,-6.541854739E-1,-3.353785992E0
6.605685301E1,-3.893528581E-1,-5.858365297E-1,-3.085791588E0
6.606185301E1,-3.253234625E-1,-5.130167603E-1,-2.903153896E0
6.606685301E1,-2.460325509E-1,-4.235437810E-1,-2.790397167E0
6.607185301E1,-1.120031402E-1,-3.881888986E-1,-2.632292747E0
6.607685301E1,1.527396441E-1,-3.878964484E-1,-2.280894756E0
6.608185301E1,3.770944178E-1,-3.879423141E-1,-1.660116196E0
6.608685301E1,6.462568045E-1,-4.910410941E-1,-6.743316650E-1
6.609185301E1,1.029727340E0,-5.798792839E-1,5.033617020E-1
6.609685301E1,1.162708879E0,-6.649296284E-1,1.733587265E0
6.610185301E1,1.198470592E0,-8.137784004E-1,2.854775429E0
6.610685301E1,1.178685308E0,-9.916216135E-1,3.779658318E0
6.611185301E1,8.754200935E-1,-1.142839909E0,4.466862679E0
6.611685301E1,4.436207116E-1,-1.294428349E0,5.018118858E0
6.612185301E1,-4.586020112E-2,-1.399541616E0,5.543910980E0
6.612685301E1,-4.519996345E-1,-1.456551671E0,6.053130150E0
6.613185301E1,-7.594103813E-1,-1.483099937E0,6.451559067E0
6.613685301E1,-9.945956469E-1,-1.488610029E0,6.755201340E0
6.614185301E1,-1.132560968E0,-1.448409796E0,6.995356560E0
6.614685301E1,-1.161006212E0,-1.401911616E0,7.123767853E0
6.615185301E1,-1.150161982E0,-1.360271096E0,7.160319328E0
6.615685301E1,-1.155160666E0,-1.296495080E0,7.073324203E0
6.616185301E1,-1.178431869E0,-1.270822406E0,7.009232521E0
6.616685301E1,-1.127246499E0,-1.290558934E0,7.050511360E0
6.617185301E1,-1.027736187E0,-1.304863453E0,7.174530029E0
6.617685301E1,-9.081597328E-1,-1.297817707E0,7.350996017E0
6.618185301E1,-7.523197532E-1,-1.318901539E0,7.554843903E0
6.618685301E1,-6.350754499E-1,-1.349557638E0,7.772918701E0
6.619185301E1,-5.411940217E-1,-1.400817752E0,7.906934738E0
6.619685301E1,-5.411866903E-1,-1.428123474E0,8.031990051E0
6.620185301E1,-6.606984138E-1,-1.461586595E0,8.164938927E0
6.620685301E1,-6.721350551E-1,-1.527953982E0,8.303025246E0
6.621185301E1,-8.364607096E-1,-1.547742963E0,8.381876945E0
6.621685301E1,-1.085808873E0,-1.622336030E0,8.440016747E0
6.622185301E1,-1.357106686E0,-1.697983027E0,8.438166618E0
6.622685301E1,-1.618880033E0,-1.720574141E0,8.319597244E0
6.623185301E1,-1.789015055E0,-1.721659660E0,8.029167175E0
6.623685301E1,-1.824859738E0,-1.714112997E0,7.646254539E0
6.624185301E1,-1.750634670E0,-1.650242329E0,7.257371902E0
6.624685301E1,-1.575374365E0,-1.539619207E0,6.869533539E0
6.625185301E1,-1.212144613E0,-1.441189170E0,6.417093277E0
6.625685301E1,-6.686461568E-1,-1.341930985E0,5.847437859E0
6.626185301E1,-7.774949074E-3,-1.240668297E0,5.165637016E0
6.626685301E1,6.256257296E-1,-1.118973970E0,4.481049538E0
6.627185301E1,1.248071551E0,-9.667383432E-1,3.781802177E0
6.627685301E1,1.749984264E0,-8.206054568E-1,2.984528542E0
6.628185301E1,2.122724533E0,-6.825137138E-1,2.185251236E0
6.628685301E1,2.414787292E0,-5.296815038E-1,1.385164261E0
6.629185301E1,2.643437386E0,-3.729966581E-1,6.233272552E-1
6.629685301E1,2.859658241E0,-2.467657924E-1,-5.472564697E-2
6.630185301E1,3.006198883E0,-1.398707330E-1,-5.960426331E-1
6.630685301E1,3.083202362E0,-7.918927073E-2,-1.010648727E0
6.631185301E1,3.100581169E0,-1.235118508E-2,-1.294629097E0
6.631685301E1,3.060364962E0,5.007153749E-2,-1.480889320E0
6.632185301E1,2.974202394E0,1.123415828E-1,-1.620044708E0
6.632685301E1,2.809462786E0,1.020667255E-1,-1.645241737E0
6.633185301E1,2.538766384E0,8.726961911E-2,-1.548860550E0
6.633685301E1,2.209582329E0,7.245635986E-2,-1.408216476E0
6.634185301E1,1.837016106E0,7.512558997E-2,-1.259253502E0
6.634685301E1,1.462883949E0,4.017601907E-2,-1.163116455E0
6.635185301E1,1.101112127E0,-3.514260054E-3,-1.200798988E0
6.635685301E1,8.071566820E-1,-2.127858996E-2,-1.244924545E0
6.636185301E1,5.639159679E-1,-2.272248268E-2,-1.359937668E0
6.636685301E1,3.435958028E-1,-3.221610188E-2,-1.523296356E0
6.637185301E1,1.721443534E-1,-1.480269432E-2,-1.723105431E0
6.637685301E1,6.833994389E-2,-1.599627733E-2,-1.931659698E0
6.638185301E1,1.141560078E-2,8.791509271E-2,-2.179164886E0
6.638685301E1,-4.134845734E-2,1.245397925E-1,-2.479394436E0
6.639185301E1,-2.418226004E-2,1.632535309E-1,-2.806220055E0
6.639685301E1,-1.755869389E-2,2.489468753E-1,-3.168051243E0
6.640185301E1,2.170929313E-2,3.125876784E-1,-3.578358173E0
6.640685301E1,1.117576063E-1,3.750708103E-1,-3.985189915E0
6.641185301E1,2.673902512E-1,4.584444165E-1,-4.402295113E0
6.641685301E1,4.330031574E-1,5.545201302E-1,-4.777861595E0
6.642185301E1,5.869522095E-1,6.263523102E-1,-5.139700413E0
6.642685301E1,6.981128454E-1,7.040582299E-1,-5.476814270E0
6.643185301E1,7.563296556E-1,7.501679659E-1,-5.813348293E0
6.643685301E1,7.956892252E-1,7.698291540E-1,-6.086821556E0
6.644185301E1,7.984316349E-1,8.057122231E-1,-6.296632767E0
6.644685301E1,7.782405615E-1,8.090869784E-1,-6.488534927E0
6.645185301E1,7.709067464E-1,8.450901508E-1,-6.555047989E0
6.645685301E1,7.817772031E-1,8.589505553E-1,-6.550397873E0
6.646185301E1,8.064509630E-1,8.982875943E-1,-6.515316010E0
6.646685301E1,8.361204863E-1,9.194996357E-1,-6.407961845E0
6.647185301E1,8.922835588E-1,9.328953028E-1,-6.259674072E0
6.647685301E1,8.953437805E-1,9.271977544E-1,-6.114783287E0
6.648185301E1,8.890226483E-1,9.141035080E-1,-5.957816124E0
6.648685301E1,8.919177055E-1,9.145162106E-1,-5.806410789E0
6.649185301E1,8.509901166E-1,9.327374697E-1,-5.661576748E0
6.649685301E1,8.169592619E-1,9.538146853E-1,-5.449190140E0
6.650185301E1,8.430268168E-1,9.807930589E-1,-5.277760506E0
6.650685301E1,9.103894830E-1,1.022969842E0,-5.174273014E0
6.651185301E1,1.005093575E0,1.059975505E0,-5.100037098E0
6.651685301E1,1.079423428E0,1.117174625E0,-5.053096771E0
6.652185301E1,1.123972535E0,1.176529408E0,-5.002502441E0
6.652685301E1,1.115454316E0,1.219506979E0,-4.968580246E0
6.653185301E1,1.077553749E0,1.264130831E0,-4.945168972E0
6.653685301E1,1.039579630E0,1.283735156E0,-4.893396854E0
6.654185301E1,9.678164721E-1,1.300208569E0,-4.834239483E0
6.654685301E1,9.000437856E-1,1.330852389E0,-4.732314110E0
6.655185301E1,8.427497149E-1,1.343069077E0,-4.509960175E0
6.655685301E1,8.189806938E-1,1.354760647E0,-4.138768196E0
6.656185301E1,8.051415682E-1,1.331481099E0,-3.564900875E0
6.656685301E1,7.986854315E-1,1.277738452E0,-2.780445099E0
6.657185301E1,7.424290776E-1,1.227700472E0,-1.797532558E0
6.657685301E1,7.276958227E-1,1.138489962E0,-7.415475845E-1
6.658185301E1,7.990347743E-1,1.032096863E0,2.779684067E-1
6.658685301E1,9.402603507E-1,9.145904183E-1,1.218506813E0
6.659185301E1,9.612504840E-1,7.933162451E-1,2.024400711E0
6.659685301E1,8.611197472E-1,7.021222115E-1,2.679995537E0
6.660185301E1,7.002110481E-1,5.955965519E-1,3.375353813E0
6.660685301E1,5.114870071E-1,4.472794831E-1,4.013648033E0
6.661185301E1,3.775513470E-1,3.322573304E-1,4.540169716E0
6.661685301E1,2.929552495E-1,2.767933905E-1,5.019748688E0
6.662185301E1,2.733640969E-1,2.661408186E-1,5.441143990E0
6.662685301E1,3.033067286E-1,2.539114952E-1,5.825974464E0
6.663185301E1,3.415614665E-1,2.455092818E-1,6.169287682E0
6.663685301E1,3.346457183E-1,2.808493078E-1,6.463871956E0
6.664185301E1,2.750411630E-1,3.284772635E-1,6.688982010E0
6.664685301E1,1.776190102E-1,4.137215912E-1,6.776164055E0
6.665185301E1,3.677394986E-2,4.994215071E-1,6.702609062E0
6.665685301E1,-1.512631625E-1,5.905206203E-1,6.456936836E0
6.666185301E1,-3.521073759E-1,7.094807625E-1,6.040884972E0
6.666685301E1,-5.897567868E-1,8.695188165E-1,5.461808205E0
6.667185301E1,-8.531869054E-1,1.006844282E0,4.863742828E0
6.667685301E1,-1.180895567E0,1.106152296E0,4.183976173E0
6.668185301E1,-1.500122428E0,1.188171864E0,3.546466827E0
6.668685301E1,-1.831149101E0,1.209178567E0,3.071740150E0
6.669185301E1,-2.068430662E0,1.218951583E0,2.723952293E0
6.669685301E1,-2.225940943E0,1.195749283E0,2.531463623E0
6.670185301E1,-2.339262009E0,1.167399526E0,2.476860046E0
6.670685301E1,-2.379648209E0,1.153549075E0,2.604084969E0
6.671185301E1,-2.272353888E0,1.086575270E0,2.797031403E0
6.671685301E1,-2.055868149E0,9.307724237E-1,3.094475746E0
6.672185301E1,-1.852213264E0,6.763504744E-1,3.507390976E0
6.672685301E1,-1.660616159E0,3.934162855E-1,4.047406197E0
6.673185301E1,-1.545847774E0,1.332405508E-1,4.618171692E0
6.673685301E1,-1.501349211E0,-1.601696908E-1,5.119942665E0
6.674185301E1,-1.412370563E0,-3.949086070E-1,5.544026375E0
6.674685301E1,-1.281035900E0,-5.691034794E-1,5.859854698E0
6.675185301E1,-1.151629686E0,-7.291905880E-1,6.091417313E0
6.675685301E1,-9.854186773E-1,-8.598799706E-1,6.173391342E0
6.676185301E1,-8.313897848E-1,-9.954220057E-1,6.100324631E0
6.676685301E1,-7.562847137E-1,-1.112226725E0,5.965760231E0
6.677185301E1,-7.749606371E-1,-1.165097713E0,5.879077911E0
6.677685301E1,-7.542861700E-1,-1.252284288E0,5.763962746E0
6.678185301E1,-6.883507967E-1,-1.357220650E0,5.653743744E0
6.678685301E1,-5.913342237E-1,-1.379006743E0,5.530415535E0
6.679185301E1,-4.687844813E-1,-1.388715148E0,5.418261528E0
6.679685301E1,-3.309102952E-1,-1.413903117E0,5.281726837E0
6.680185301E1,-2.393765301E-1,-1.457115054E0,5.194941521E0
6.680685301E1,-1.064175963E-1,-1.464890361E0,5.076503754E0
6.681185301E1,4.182572663E-2,-1.458243966E0,4.903005600E0
6.681685301E1,6.147007644E-2,-1.376148701E0,4.631819725E0
6.682185301E1,1.014687866E-1,-1.358641386E0,4.252485275E0
6.682685301E1,1.088306159E-1,-1.350806475E0,3.749737740E0
6.683185301E1,2.738836408E-2,-1.291977882E0,3.266652107E0
6.683685301E1,-4.080361128E-2,-1.181145072E0,2.745966911E0
6.684185301E1,-2.409288287E-2,-1.064915776E0,2.241933823E0
6.684685301E1,2.818316221E-2,-9.485356808E-1,1.726609230E0
6.685185301E1,3.166896105E-2,-8.790290356E-1,1.178328514E0
6.685685301E1,5.020460486E-2,-8.246037364E-1,7.193994522E-1
6.686185301E1,1.648476720E-2,-7.271221876E-1,2.523670197E-1
6.686685301E1,-7.442900538E-2,-6.740528941E-1,-2.573223114E-1
6.687185301E1,-1.204303205E-1,-6.258411407E-1,-7.611770630E-1
6.687685301E1,-1.008603275E-1,-5.532820225E-1,-1.243063927E0
6.688185301E1,-1.462391615E-1,-5.089396238E-1,-1.753464699E0
6.688685301E1,-1.514315009E-1,-4.492051303E-1,-2.216972351E0
6.689185301E1,-1.126489043E-1,-3.850247562E-1,-2.727403641E0
6.689685301E1,-4.339921474E-2,-3.562577367E-1,-3.269310474E0
6.690185301E1,-2.353209257E-2,-2.923569083E-1,-3.772783756E0
6.690685301E1,-5.374079943E-2,-2.679815292E-1,-4.250481606E0
6.691185301E1,-6.307065487E-2,-2.930915058E-1,-4.713871956E0
6.691685301E1,-4.389351606E-2,-2.905319333E-1,-5.154583454E0
6.692185301E1,-2.052390575E-2,-2.551103234E-1,-5.567882061E0
6.692685301E1,3.471064568E-2,-2.456654161E-1,-5.897419930E0
6.693185301E1,1.388798952E-1,-2.109581232E-1,-6.217059612E0
6.693685301E1,2.389737964E-1,-1.945118606E-1,-6.528239250E0
6.694185301E1,3.608825505E-1,-1.440903097E-1,-6.839935303E0
6.694685301E1,4.893090725E-1,-8.514711261E-2,-7.158801079E0
6.695185301E1,6.008129120E-1,-4.035907984E-2,-7.438964844E0
6.695685301E1,7.187293172E-1,-3.377586603E-2,-7.670418739E0
6.696185301E1,8.325980306E-1,1.493385434E-2,-7.738061905E0
6.696685301E1,9.045524597E-1,6.282159686E-2,-7.720601082E0
6.697185301E1,9.901624322E-1,6.063044071E-2,-7.786328316E0
6.697685301E1,1.015354395E0,8.645465970E-2,-7.820135117E0
6.698185301E1,1.031228185E0,1.339428723E-1,-7.812803268E0
6.698685301E1,9.977403283E-1,1.477209926E-1,-7.730944633E0
6.699185301E1,9.704712629E-1,1.507834792E-1,-7.598721504E0
6.699685301E1,9.587720633E-1,1.485995054E-1,-7.483329773E0
6.700185301E1,9.528012276E-1,1.636298299E-1,-7.351120949E0
6.700685301E1,1.005900264E0,2.129719257E-1,-7.180315971E0
6.701185301E1,1.052315712E0,2.477167845E-1,-7.022480011E0
6.701685301E1,1.021012425E0,2.754410505E-1,-6.838480473E0
6.702185301E1,9.443374872E-1,2.927325368E-1,-6.645648003E0
6.702685301E1,8.787204027E-1,2.749488354E-1,-6.439914703E0
6.703185301E1,8.395625949E-1,2.656279206E-1,-6.261620522E0
6.703685301E1,7.568224669E-1,2.972964048E-1,-6.086574554E0
6.704185301E1,7.329926491E-1,3.131875992E-1,-5.938674927E0
6.704685301E1,8.129639626E-1,3.263696432E-1,-5.841703415E0
6.705185301E1,9.468923807E-1,3.362589478E-1,-5.735740662E0
6.705685301E1,1.029978514E0,3.843308091E-1,-5.589285374E0
6.706185301E1,1.010103583E0,4.493838549E-1,-5.368971825E0
6.706685301E1,1.007794857E0,4.770432711E-1,-5.166786671E0
6.707185301E1,1.008442879E0,4.660919309E-1,-5.005040646E0
6.707685301E1,9.486448765E-1,4.773594737E-1,-4.868257523E0
6.708185301E1,8.563274145E-1,5.124138594E-1,-4.743649960E0
6.708685301E1,7.331941724E-1,5.033981204E-1,-4.586163044E0
6.709185301E1,6.182410717E-1,4.308310747E-1,-4.388456821E0
6.709685301E1,4.659011662E-1,3.457396030E-1,-4.138110161E0
6.710185301E1,3.668441772E-1,2.730810046E-1,-3.770341873E0
6.710685301E1,3.215138912E-1,2.674868703E-1,-3.325107574E0
6.711185301E1,2.860369682E-1,3.076179624E-1,-2.840584755E0
6.711685301E1,3.022771776E-1,3.405002356E-1,-2.373323441E0
6.712185301E1,3.891383708E-1,3.789817095E-1,-1.994332790E0
6.712685301E1,4.602505565E-1,3.313260674E-1,-1.613143921E0
6.713185301E1,6.275652051E-1,2.972446084E-1,-1.114540100E0
6.713685301E1,7.068332434E-1,2.822107673E-1,-5.825080872E-1
6.714185301E1,7.431136966E-1,2.605227232E-1,-2.054119110E-2
6.714685301E1,7.916105986E-1,1.854799986E-1,6.632785797E-1
6.715185301E1,7.721327543E-1,1.365583539E-1,1.473134995E0
6.715685301E1,7.431275845E-1,6.928789616E-2,2.219690323E0
6.716185301E1,6.895335913E-1,-1.368421316E-2,2.936635971E0
6.716685301E1,5.680433512E-1,-9.318047762E-2,3.643625259E0
6.717185301E1,4.188174307E-1,-1.653622091E-1,4.440173149E0
6.717685301E1,2.175624967E-1,-1.962539703E-1,5.205051422E0
6.718185301E1,-1.192212105E-2,-2.263108790E-1,5.717648506E0
6.718685301E1,-2.421430349E-1,-2.580170333E-1,6.031309128E0
6.719185301E1,-4.416524470E-1,-2.452818453E-1,6.199587822E0
6.719685301E1,-4.607271850E-1,-2.601772547E-1,6.284377098E0
6.720185301E1,-3.485350609E-1,-3.177454770E-1,6.140905380E0
6.720685301E1,-3.383626342E-1,-3.167641759E-1,5.904479980E0
6.721185301E1,-3.130247295E-1,-3.185297251E-1,5.478131294E0
6.721685301E1,-2.885038257E-1,-3.371063769E-1,4.907440186E0
6.722185301E1,-1.986994743E-1,-4.199488163E-1,4.417696953E0
6.722685301E1,-8.224892616E-2,-4.759580791E-1,4.226950645E0
6.723185301E1,1.969495416E-1,-5.422930717E-1,4.363776207E0
6.723685301E1,6.246460676E-1,-5.839456320E-1,4.712571144E0
6.724185301E1,1.168566942E0,-6.724919081E-1,5.260012627E0
6.724685301E1,1.723410130E0,-8.224184513E-1,5.984436989E0
6.725185301E1,2.163162231E0,-1.004981518E0,6.769301414E0
6.725685301E1,2.319074631E0,-1.195134521E0,7.488738060E0
6.726185301E1,2.149053335E0,-1.433577180E0,8.152939796E0
6.726685301E1,1.685605407E0,-1.603938341E0,8.675220490E0
6.727185301E1,1.038429141E0,-1.728109360E0,9.047516823E0
6.727685301E1,3.999081850E-1,-1.819683194E0,9.309421539E0
6.728185301E1,-1.835465431E-2,-1.936479807E0,9.415181160E0
6.728685301E1,-3.789043427E-1,-2.019419909E0,9.353307724E0
6.729185301E1,-6.313101649E-1,-2.038089991E0,9.088382721E0
6.729685301E1,-6.732648611E-1,-1.961143255E0,8.685936928E0
6.730185301E1,-4.323487282E-1,-1.855937243E0,8.101027489E0
6.730685301E1,-3.312611580E-2,-1.744786739E0,7.389088631E0
6.731185301E1,5.224999189E-1,-1.624177337E0,6.731451988E0
6.731685301E1,1.221873164E0,-1.465328217E0,6.193860054E0
6.732185301E1,1.967204452E0,-1.322281122E0,5.771106720E0
6.732685301E1,2.493584156E0,-1.263305306E0,5.403244972E0
6.733185301E1,2.805247784E0,-1.213023901E0,5.144411087E0
6.733685301E1,2.954325676E0,-1.167581201E0,4.865010262E0
6.734185301E1,3.098431349E0,-1.148862004E0,4.459694862E0
6.734685301E1,3.130408525E0,-1.121794105E0,4.071153641E0
6.735185301E1,3.041343927E0,-1.077278972E0,3.718450546E0
6.735685301E1,2.879366398E0,-1.014761448E0,3.541108131E0
6.736185301E1,2.698740959E0,-1.018658638E0,3.437732697E0
6.736685301E1,2.439868450E0,-1.061352015E0,3.324594498E0
6.737185301E1,2.034201145E0,-1.065625191E0,3.181529045E0
6.737685301E1,1.516062498E0,-9.756882191E-1,3.029343605E0
6.738185301E1,1.031055212E0,-8.823483586E-1,2.761442184E0
6.738685301E1,5.833586454E-1,-8.097448349E-1,2.372981071E0
6.739185301E1,1.968696117E-1,-7.215898633E-1,1.909761429E0
6.739685301E1,-2.035973072E-1,-6.360226870E-1,1.392919540E0
6.740185301E1,-5.987621546E-1,-5.379908085E-1,8.419742584E-1
6.740685301E1,-8.908835649E-1,-4.632055163E-1,1.765460968E-1
6.741185301E1,-1.100109339E0,-3.680170178E-1,-5.512056351E-1
6.741685301E1,-1.235387802E0,-2.547682524E-1,-1.329998016E0
6.742185301E1,-1.265708804E0,-1.327573806E-1,-2.080517769E0
6.742685301E1,-1.178017855E0,-1.224826276E-2,-2.894753456E0
6.743185301E1,-1.050713062E0,1.246378720E-1,-3.684551239E0
6.743685301E1,-9.116996527E-1,2.247019410E-1,-4.442306042E0
6.744185301E1,-7.789889574E-1,3.068354428E-1,-5.094268322E0
6.744685301E1,-5.832290649E-1,3.798044026E-1,-5.607324600E0
6.745185301E1,-3.339966238E-1,4.454534054E-1,-5.987508297E0
6.745685301E1,-1.119138598E-1,5.099901557E-1,-6.316340446E0
6.746185301E1,7.897555828E-2,5.677542090E-1,-6.625661850E0
6.746685301E1,2.062131166E-1,5.835626125E-1,-6.898658752E0
6.747185301E1,3.119398355E-1,6.051455736E-1,-7.166698456E0
6.747685301E1,4.027120471E-1,6.087907553E-1,-7.450215340E0
6.748185301E1,4.715018570E-1,6.102399826E-1,-7.679471970E0
6.748685301E1,5.034208894E-1,6.302371621E-1,-7.904147148E0
6.749185301E1,4.844833910E-1,6.568157673E-1,-8.119749069E0
6.749685301E1,4.613375664E-1,6.793537140E-1,-8.261601448E0
6.750185301E1,4.141860604E-1,6.922142506E-1,-8.326651573E0
6.750685301E1,3.528649211E-1,6.864755750E-1,-8.316883087E0
6.751185301E1,3.244633675E-1,6.887563467E-1,-8.216595650E0
6.751685301E1,3.178701401E-1,6.846797466E-1,-8.062396049E0
6.752185301E1,2.987518013E-1,7.418694496E-1,-7.989014626E0
6.752685301E1,2.911948562E-1,7.987698317E-1,-7.906960011E0
6.753185301E1,3.578604758E-1,8.135600686E-1,-7.685106277E0
6.753685301E1,4.557550251E-1,8.349540830E-1,-7.418461800E0
6.754185301E1,6.148215532E-1,8.757052422E-1,-7.195635796E0
6.754685301E1,7.676467896E-1,8.819051981E-1,-6.962327480E0
6.755185301E1,9.043133259E-1,8.528259397E-1,-6.651158333E0
6.755685301E1,1.055802822E0,8.433585167E-1,-6.380962372E0
6.756185301E1,1.092521787E0,9.251497388E-1,-6.118880272E0
6.756685301E1,1.069253325E0,9.683632255E-1,-5.914837837E0
6.757185301E1,1.014673710E0,9.319214821E-1,-5.812312126E0
6.757685301E1,9.743013978E-1,9.115737677E-1,-5.676510334E0
6.758185301E1,9.138920903E-1,9.204068184E-1,-5.441229343E0
6.758685301E1,8.766072989E-1,8.913113475E-1,-5.132576466E0
6.759185301E1,8.403986096E-1,8.667767644E-1,-4.808257103E0
6.759685301E1,8.143196702E-1,8.777150512E-1,-4.473227501E0
6.760185301E1,8.006953001E-1,8.351126313E-1,-4.124788761E0
6.760685301E1,7.715128064E-1,7.940077782E-1,-3.658596992E0
6.761185301E1,6.303528547E-1,7.309164405E-1,-3.098719597E0
6.761685301E1,4.303053617E-1,6.367658377E-1,-2.492032051E0
6.762185301E1,2.520808280E-1,5.275136232E-1,-1.949876308E0
6.762685301E1,8.588449657E-2,4.469240904E-1,-1.491081238E0
6.763185301E1,-9.741630405E-2,3.999026418E-1,-1.069057465E0
6.763685301E1,-2.951531410E-1,3.858018517E-1,-7.005996704E-1
6.764185301E1,-4.719643891E-1,3.846675754E-1,-4.164009094E-1
6.764685301E1,-5.766001344E-1,3.757694960E-1,-2.553291321E-1
6.765185301E1,-6.244065762E-1,4.309678674E-1,-1.524496078E-1
6.765685301E1,-6.739119291E-1,4.936625957E-1,-1.004228592E-1
6.766185301E1,-6.105486155E-1,4.926916361E-1,2.884101868E-2
6.766685301E1,-4.591664672E-1,4.875547886E-1,2.147989273E-1
6.767185301E1,-3.290040791E-1,4.793702364E-1,5.293655396E-1
6.767685301E1,-1.282997727E-1,4.895559549E-1,9.633274078E-1
6.768185301E1,1.128748506E-1,4.348269701E-1,1.508171082E0
6.768685301E1,3.252192736E-1,3.021885753E-1,2.358571053E0
6.769185301E1,3.195067346E-1,1.060981750E-1,3.310059547E0
6.769685301E1,1.844779551E-1,-6.207513809E-2,4.334986687E0
6.770185301E1,-8.955508471E-3,-1.718269587E-1,5.243006706E0
6.770685301E1,-1.763671786E-1,-2.900807858E-1,5.960271835E0
6.771185301E1,-3.990507722E-1,-4.341868758E-1,6.446700096E0
6.771685301E1,-8.200141191E-1,-4.098027349E-1,6.632712364E0
6.772185301E1,-1.346206188E0,-1.569029093E-1,6.628473282E0
